
0.119378535,0.806426735,0.807142857,0.227739308,0.172661157,0.191803279,0.351428571,0.146133683,0.101090255
0.109244422,0.392030848,0.783333333,0.291608961,0.155669421,0.270491803,0.424571429,0.204150284,0.114201506
0.118501579,0.511311054,0.857142857,0.580651731,0.165190083,0.178688525,0.296571429,0.112581913,0.102610611
0.120814049,0.299485861,0.345238095,0.144643585,0.16092562,0.755737705,0.514857143,0.448099607,0.134294392
0.12519155,0.490745501,0.883333333,0.261303462,0.168132231,0.191803279,0.317142857,0.113979904,0.106675199
0.166339324,0.249100257,0.738095238,0.319633401,0.244760331,0.716393443,0.558285714,0.518698121,0.305519019
0.175097964,0.198714653,0.569047619,0.445417515,0.28568595,0.572131148,0.370857143,0.274399301,0.188480713
0.251254824,0.383804627,0.892857143,0.214378819,0.300991736,0.440983607,0.422285714,0.307601573,0.307620875
0.100020014,0.518508997,0.9,0.148553971,0.101752066,0.519672131,0.46,0.326474443,0.100396911
0.115352181,0.246015424,0.864285714,0.244032587,0.165785124,0.742622951,0.695428571,0.69484491,0.206549488
0.14134609,0.5,0.883333333,0.304317719,0.193752066,0.336065574,0.396,0.24399301,0.164290504
0.115901643,0.459897172,0.85952381,0.306272912,0.184495868,0.401639344,0.469142857,0.327872433,0.109334003
0.129316152,0.433161954,0.869047619,0.239796334,0.166909091,0.375409836,0.358285714,0.157667104,0.126909936
0.116967817,0.869151671,0.864285714,0.26293279,0.160363636,0.270491803,0.383428571,0.209392748,0.102394197
0.304312456,0.527763496,0.885714286,0.299429735,0.366016529,0.283606557,0.366285714,0.198558322,0.225484829
0.110632632,0.323136247,0.9,0.117596741,0.145553719,0.414754098,0.396,0.261118392,0.121772824
0.104584913,0.655269923,0.580952381,0.176578411,0.12968595,0.38852459,0.484,0.356880734,0.102882493
0.237802107,0.295372751,0.726190476,0.26586558,0.447867769,0.375409836,0.449714286,0.311096549,0.311402215
0.417350575,0.396143959,0.752380952,0.291934827,0.431041322,0.716393443,0.391428571,0.321930974,0.302890222
0.117600972,0.34781491,0.866666667,0.334297352,0.162677686,0.61147541,0.431428571,0.357579729,0.13336963
0.115746993,0.204884319,0.892857143,0.179837067,0.168528926,0.585245902,0.444,0.27160332,0.17204141
0.100489421,0.227506427,0.9,0.260651731,0.105057851,0.16557377,0.362857143,0.128658803,0.101016602
0.101284503,0.23059126,0.9,0.124439919,0.111636364,0.67704918,0.817714286,0.772433377,0.11185823
0.166275645,0.525706941,0.880952381,0.386435845,0.273090909,0.296721311,0.384571429,0.211140236,0.13962564
0.110165043,0.329305913,0.897619048,0.233604888,0.155702479,0.467213115,0.444,0.311446046,0.127412781
0.10394812,0.586375321,0.74047619,0.281181263,0.131603306,0.270491803,0.375428571,0.221275666,0.102339639
0.113913028,0.417737789,0.9,0.252505092,0.175471074,0.218032787,0.344571429,0.120969856,0.105268506
0.260741228,0.503084833,0.876190476,0.439226069,0.39077686,0.270491803,0.376571429,0.18877239,0.140334442
0.124318233,0.462982005,0.89047619,0.202973523,0.209123967,0.440983607,0.504571429,0.401965924,0.143600206
0.104721369,0.296401028,0.897619048,0.238167006,0.123305785,0.16557377,0.317142857,0.11013543,0.105429453
0.117957576,0.313881748,0.897619048,0.39490835,0.18261157,0.61147541,0.389142857,0.348492792,0.157219762
0.172769119,0.321079692,0.769047619,0.26814664,0.228661157,0.795081967,0.436,0.404761905,0.191428675
0.210347212,0.43933162,0.864285714,0.194501018,0.347570248,0.414754098,0.466857143,0.341153342,0.253375904
0.220554101,0.335475578,0.89047619,0.25413442,0.340595041,0.454098361,0.439428571,0.318785496,0.308464254
0.283270981,0.363239075,0.726190476,0.276619145,0.327041322,0.742622951,0.401714286,0.364569681,0.231587167
0.111636946,0.42596401,0.883333333,0.293564155,0.161057851,0.742622951,0.561714286,0.463477501,0.148156728
0.103373186,0.732390746,0.9,0.141059063,0.125983471,0.309836066,0.433714286,0.258322412,0.099652646
0.107816185,0.285089974,0.754761905,0.383828921,0.158446281,0.493442623,0.389142857,0.249584972,0.113836875
0.104648592,0.295372751,0.9,0.152138493,0.125355372,0.67704918,0.810857143,0.722804718,0.145116016
0.138309495,0.426992288,0.842857143,0.333319756,0.203702479,0.742622951,0.602857143,0.507863696,0.234354178
0.147555736,0.285089974,0.866666667,0.277596741,0.234743802,0.585245902,0.416571429,0.346395806,0.247766409
0.127975247,0.431105398,0.892857143,0.320610998,0.216132231,0.349180328,0.362857143,0.175141983,0.135926592
0.224749661,0.479434447,0.773809524,0.191242363,0.285818182,0.349180328,0.413142857,0.293971166,0.206105747
0.110663562,0.48251928,0.85,0.289979633,0.150181818,0.191803279,0.373142857,0.144386195,0.105931843
0.107363152,0.548329049,0.892857143,0.130631365,0.141355372,0.231147541,0.362857143,0.154521625,0.107940041
